Molecule,SMILES,Formula,TanimotoA,TanimotoS,MW,HeavyAtoms,AromaticHA,FractionCsp3,RotatableBonds,HBA,HBD,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosITLogP,ConsensusLogP,ESOLLogS,ESOLSolubilitymgml,ESOLSolubilitymoll,AliLogS,AliSolubilitymgml,AliSolubilitymoll,SilicosITLogSw,SilicosITSolubilitymgml,SilicosITSolubilitymoll,logKpcms,LipinskiViolations,GhoseViolations,VeberViolations,EganViolations,MueggeViolations,BioavailabilityScore,PAINSalerts,BrenkAlerts,LeadlikenessViolations,SyntheticAccessibility,TanimotoA3D,TanimotoS3D,
2349,C=CCn1c(=O)c2n3cc(n(c3nc2n(c1=O)C)CC=C)C,C15H17N5O2,0.478114478,0.500806018,299.33,22,12,0.27,4,3,0,86.24,66.23,3.26,2.27,0.83,1.64,0.9,1.78,-3.27,1.62E-01,5.43E-04,-3.3,1.51E-01,5.04E-04,-2.03,2.78E+00,9.29E-03,-6.51,0,0,0,0,0,0.55,0,1,0,2.85,0.838876404,0.694733134,
2350,C#CCSc1nc(=O)n2c(n1)cccc2,C10H7N3OS,0.244654088,0.265088757,217.25,15,10,0.1,2,3,0,58.75,72.56,2.21,1.23,0.89,1.49,1.49,1.46,-2.32,1.03E+00,4.75E-03,-2.35,9.67E-01,4.45E-03,-2.64,4.94E-01,2.28E-03,-6.75,0,0,0,0,0,0.55,0,1,1,2.24,0.824396783,0.76411253,
2351,N#CCSc1nc(=O)n2c(n1)cccc2,C9H6N4OS,0.243243243,0.263749261,218.24,15,10,0.11,2,4,0,55.53,96.35,1.56,0.9,0.71,0.36,0.84,0.87,-2.12,1.65E+00,7.56E-03,-2.51,6.77E-01,3.10E-03,-2.65,4.92E-01,2.25E-03,-6.99,0,0,0,0,0,0.55,0,0,1,2.13,0.757890993,0.757164263,
2352,C#CCSc1nc(=O)n2c(n1)ccc(c2)C,C11H9N3OS,0.283065513,0.311619718,231.27,16,10,0.18,2,3,0,63.72,72.56,2.48,1.15,1.2,1.78,1.97,1.72,-2.33,1.08E+00,4.69E-03,-2.27,1.25E+00,5.39E-03,-3.03,2.15E-01,9.31E-04,-6.89,0,0,0,0,0,0.55,0,1,1,2.25,0.796969697,0.738933136,
2353,N#CCSc1nc(=O)n2c(n1)ccc(c2)C,C10H8N4OS,0.280766852,0.307917889,232.26,16,10,0.2,2,4,0,60.5,96.35,1.82,0.82,1.01,0.66,1.31,1.13,-2.13,1.73E+00,7.46E-03,-2.43,8.72E-01,3.75E-03,-3.03,2.15E-01,9.25E-04,-7.13,0,0,0,0,0,0.55,0,0,1,2.15,0.819928767,0.751058737,
2354,C=CCNC(=O)CSc1nc(=O)n2c(n1)ccc(c2)C,C13H14N4O2S,0.311656442,0.344060854,290.34,20,10,0.23,6,4,1,77.7,101.66,2.55,1.02,0.79,1.02,1.65,1.41,-2.26,1.61E+00,5.54E-03,-2.74,5.23E-01,1.80E-03,-3.79,4.76E-02,1.64E-04,-7.35,0,0,0,0,0,0.55,0,1,0,2.45,0.780972921,0.807905913,
2355,C#CCSc1nc2cc(C)ccn2c(=O)n1,C11H9N3OS,0.271481943,0.295467922,231.27,16,10,0.18,2,3,0,63.72,72.56,2.59,1.15,1.2,1.78,1.97,1.74,-2.33,1.08E+00,4.69E-03,-2.27,1.25E+00,5.39E-03,-3.03,2.15E-01,9.31E-04,-6.89,0,0,0,0,0,0.55,0,1,1,2.29,0.787634637,0.795416335,
2356,N#CCSc1nc2cc(C)ccn2c(=O)n1,C10H8N4OS,0.269158879,0.291764706,232.26,16,10,0.2,2,4,0,60.5,96.35,1.91,0.82,1.01,0.66,1.31,1.14,-2.13,1.73E+00,7.46E-03,-2.43,8.72E-01,3.75E-03,-3.03,2.15E-01,9.25E-04,-7.13,0,0,0,0,0,0.55,0,0,1,2.19,0.830555784,0.759238932,
2357,C#CCSc1nc(=O)n2c(n1)c(C)ccc2,C11H9N3OS,0.298159509,0.325757576,231.27,16,10,0.18,2,3,0,63.72,72.56,2.38,1.6,1.2,1.78,1.97,1.79,-2.61,5.65E-01,2.44E-03,-2.74,4.25E-01,1.84E-03,-3.03,2.15E-01,9.31E-04,-6.57,0,0,0,0,0,0.55,0,1,1,2.25,0.773834019,0.724354174,
2358,N#CCSc1nc(=O)n2c(n1)c(C)ccc2,C10H8N4OS,0.296319018,0.323238206,232.26,16,10,0.2,2,4,0,60.5,96.35,1.75,1.28,1.01,0.66,1.31,1.2,-2.42,8.89E-01,3.83E-03,-2.9,2.91E-01,1.25E-03,-3.03,2.15E-01,9.25E-04,-6.81,0,0,0,0,0,0.55,0,0,1,2.15,0.790563476,0.787011361,
2359,COc1ccc(cc1)/C=C/C(=O)NC1CCS(=O)(=O)C1,C14H17NO4S,0.239365079,0.235225278,295.35,20,6,0.36,5,4,1,76.91,80.85,1.85,1.17,1.98,0.87,1.71,1.51,-2.3,1.48E+00,5.01E-03,-2.46,1.02E+00,3.44E-03,-3.41,1.15E-01,3.89E-04,-7.27,0,0,0,0,0,0.55,0,1,0,3.22,0.862286095,0.800686162,
2360,COC(=O)CCSCc1nc2ccccc2c(=O)[nH]1,C13H14N2O3S,0.240821406,0.253201397,278.33,19,10,0.31,6,4,1,75.43,97.35,2.15,1.68,1.57,1.64,3.08,2.03,-2.62,6.72E-01,2.41E-03,-3.34,1.28E-01,4.58E-04,-4.63,6.45E-03,2.32E-05,-6.8,0,0,0,0,0,0.55,0,0,0,2.67,0.830862377,0.748561966,
2361,CCOC(=O)CCSCc1nc2ccccc2c(=O)[nH]1,C14H16N2O3S,0.246737104,0.25945317,292.35,20,10,0.36,7,4,1,80.24,97.35,2.19,2.04,1.96,1.91,3.46,2.31,-2.85,4.17E-01,1.43E-03,-3.71,5.67E-02,1.94E-04,-5.03,2.70E-03,9.25E-06,-6.63,0,0,0,0,0,0.55,0,0,0,2.79,0.817215073,0.788607804,
2362,N#CCn1ccn(c(=O)c1=O)c1ccc(cc1)Cl,C12H8ClN3O2,0.258578431,0.291131855,261.66,18,12,0.08,2,3,0,67.13,67.79,1.72,1.36,1.18,1.12,1.58,1.39,-2.68,5.46E-01,2.09E-03,-2.39,1.08E+00,4.11E-03,-3.44,9.44E-02,3.61E-04,-6.93,0,0,0,0,0,0.55,0,1,0,2.24,0.881901141,0.737136163,
2363,N#CCn1ccn(c(=O)c1=O)c1cccc(c1)F,C12H8FN3O2,0.268856448,0.312098188,245.21,18,12,0.08,2,4,0,62.07,67.79,1.51,0.84,1.08,0.99,1.36,1.16,-2.25,1.38E+00,5.61E-03,-1.85,3.49E+00,1.42E-02,-3.11,1.90E-01,7.76E-04,-7.2,0,0,0,0,0,0.55,0,1,1,2.25,0.826814288,0.763200286,
2364,N#CCn1ccn(c(=O)c1=O)c1ccc(cc1)F,C12H8FN3O2,0.257649939,0.296252927,245.21,18,12,0.08,2,4,0,62.07,67.79,1.56,0.84,1.08,0.99,1.36,1.17,-2.25,1.38E+00,5.61E-03,-1.85,3.49E+00,1.42E-02,-3.11,1.90E-01,7.76E-04,-7.2,0,0,0,0,0,0.55,0,1,1,2.21,0.856568047,0.746806776,
2365,N#CCn1ccn(c(=O)c1=O)c1ccccc1,C12H9N3O2,0.242163491,0.280093952,227.22,17,12,0.08,2,3,0,62.12,67.79,1.42,0.74,0.52,0.58,0.95,0.84,-2.11,1.78E+00,7.85E-03,-1.74,4.11E+00,1.81E-02,-2.83,3.35E-01,1.47E-03,-7.16,0,0,0,0,0,0.55,0,1,1,2.21,0.843588501,0.756375228,
2366,N#CCn1ccn(c(=O)c1=O)c1ccc(c(c1)Cl)OC,C13H10ClN3O3,0.316486161,0.349626222,291.69,20,12,0.15,3,4,0,73.62,77.02,1.87,1.34,1.18,0.84,1.62,1.37,-2.74,5.32E-01,1.83E-03,-2.56,8.05E-01,2.76E-03,-3.56,8.02E-02,2.75E-04,-7.13,0,0,0,0,0,0.55,0,1,0,2.34,0.791958599,0.844366366,
2367,N#CCn1ccn(c(=O)c1=O)c1ccc(c(c1)F)C,C13H10FN3O2,0.291040289,0.335263463,259.24,19,12,0.15,2,4,0,67.04,67.79,1.71,1.2,1.39,1.26,1.86,1.48,-2.54,7.50E-01,2.89E-03,-2.22,1.56E+00,6.03E-03,-3.49,8.31E-02,3.21E-04,-7.03,0,0,0,0,0,0.55,0,1,0,2.27,0.83886627,0.811894533,
2368,N#CCn1ccn(c(=O)c1=O)c1cccc(c1)Cl,C12H8ClN3O2,0.270846013,0.306395349,261.66,18,12,0.08,2,3,0,67.13,67.79,1.66,1.36,1.18,1.12,1.58,1.38,-2.68,5.46E-01,2.09E-03,-2.39,1.08E+00,4.11E-03,-3.44,9.44E-02,3.61E-04,-6.93,0,0,0,0,0,0.55,0,1,0,2.25,0.896083433,0.763278631,
2369,Cc1ccc(cc1n1ccn(c(=O)c1=O)CC#N)Cl,C13H10ClN3O2,0.318452381,0.368299712,275.69,19,12,0.15,2,3,0,72.09,67.79,1.82,1.73,1.48,1.39,2.08,1.7,-2.97,2.92E-01,1.06E-03,-2.77,4.68E-01,1.70E-03,-3.83,4.12E-02,1.49E-04,-6.75,0,0,0,0,0,0.55,0,1,0,2.28,0.775190621,0.766407599,
2370,Cc1c(cccc1C)n1ccn(c(=O)c1=O)CC#N,C14H13N3O2,0.319976077,0.366050808,255.27,19,12,0.21,2,3,0,72.05,67.79,1.78,1.47,1.14,1.12,1.94,1.49,-2.68,5.28E-01,2.07E-03,-2.5,8.07E-01,3.16E-03,-3.6,6.37E-02,2.49E-04,-6.81,0,0,0,0,0,0.55,0,1,0,2.31,0.818181818,0.726913758,
2371,N#CCn1ccn(c(=O)c1=O)c1ccc(cc1)C,C13H11N3O2,0.257334963,0.293636894,241.25,18,12,0.15,2,3,0,67.08,67.79,1.67,1.1,0.83,0.86,1.44,1.18,-2.39,9.83E-01,4.07E-03,-2.12,1.85E+00,7.65E-03,-3.22,1.46E-01,6.05E-04,-6.99,0,0,0,0,0,0.55,0,1,1,2.2,0.875760142,0.792006242,
2372,N#CCn1ccn(c(=O)c1=O)c1ccccc1OC,C13H11N3O3,0.31392557,0.357225434,257.24,19,12,0.15,3,4,0,68.61,77.02,1.74,0.71,0.53,0.31,0.97,0.85,-2.15,1.81E+00,7.05E-03,-1.91,3.20E+00,1.24E-02,-2.96,2.85E-01,1.11E-03,-7.37,0,0,0,0,0,0.55,0,1,0,2.42,0.833648244,0.712787304,
2373,N#CCn1ccn(c(=O)c1=O)c1ccccc1C,C13H11N3O2,0.289505428,0.339358601,241.25,18,12,0.15,2,3,0,67.08,67.79,1.58,1.1,0.83,0.86,1.44,1.16,-2.39,9.83E-01,4.07E-03,-2.12,1.85E+00,7.65E-03,-3.22,1.46E-01,6.05E-04,-6.99,0,0,0,0,0,0.55,0,1,1,2.22,0.911020104,0.81241992,
2374,N#CCn1ccn(c(=O)c1=O)c1ccccc1Cl,C12H8ClN3O2,0.288647343,0.318573893,261.66,18,12,0.08,2,3,0,67.13,67.79,1.69,1.36,1.18,1.12,1.58,1.39,-2.68,5.46E-01,2.09E-03,-2.39,1.08E+00,4.11E-03,-3.44,9.44E-02,3.61E-04,-6.93,0,0,0,0,0,0.55,0,1,0,2.34,0.833690391,0.731329773,
2375,CCOc1ccc(cc1)n1ccn(c(=O)c1=O)CC#N,C14H13N3O3,0.278828554,0.314102564,271.27,20,12,0.21,4,4,0,73.42,77.02,2.01,1.07,0.92,0.57,1.34,1.19,-2.38,1.14E+00,4.21E-03,-2.28,1.43E+00,5.26E-03,-3.36,1.19E-01,4.40E-04,-7.2,0,0,0,0,0,0.55,0,1,0,2.33,0.822662403,0.787684521,
2376,N#CCn1ccn(c(=O)c1=O)c1ccc(c(c1)F)F,C12H7F2N3O2,0.285454545,0.326352531,263.2,19,12,0.08,2,5,0,62.03,67.79,1.54,0.94,1.64,1.39,1.79,1.46,-2.4,1.05E+00,3.99E-03,-1.95,2.95E+00,1.12E-02,-3.38,1.08E-01,4.12E-04,-7.24,0,0,0,0,0,0.55,0,1,0,2.27,0.870371796,0.869628433,
2377,N#CCn1ccn(c(=O)c1=O)c1ccccc1CC,C14H13N3O2,0.310077519,0.368176539,255.27,19,12,0.21,3,3,0,71.89,67.79,1.81,1.53,1.09,1.12,1.8,1.47,-2.66,5.64E-01,2.21E-03,-2.56,6.99E-01,2.74E-03,-3.62,6.11E-02,2.39E-04,-6.77,0,0,0,0,0,0.55,0,1,0,2.29,0.805682639,0.816756982,
2378,N#CCn1ccn(c(=O)c1=O)c1ccc(cc1)CC,C14H13N3O2,0.265691651,0.302271404,255.27,19,12,0.21,3,3,0,71.89,67.79,1.89,1.53,1.09,1.12,1.8,1.49,-2.66,5.64E-01,2.21E-03,-2.56,6.99E-01,2.74E-03,-3.62,6.11E-02,2.39E-04,-6.77,0,0,0,0,0,0.55,0,1,0,2.26,0.785941191,0.760841113,
2379,N#CCn1ccn(c(=O)c1=O)c1cc(C)ccc1OC,C14H13N3O3,0.345788849,0.390607102,271.27,20,12,0.21,3,4,0,73.58,77.02,1.86,1.07,0.84,0.57,1.48,1.16,-2.44,9.80E-01,3.61E-03,-2.28,1.43E+00,5.26E-03,-3.34,1.24E-01,4.57E-04,-7.2,0,0,0,0,0,0.55,0,1,0,2.44,0.809392265,0.755830022,
2380,C=CCn1ccn(c(=O)c1=O)c1ccc(cc1)Cl,C13H11ClN2O2,0.256723716,0.290792541,262.69,18,12,0.08,3,2,0,71.71,44,2.44,2.22,1.84,2.22,2.42,2.23,-3.16,1.81E-01,6.88E-04,-2.78,4.37E-01,1.66E-03,-3.8,4.13E-02,1.57E-04,-6.33,0,0,0,0,0,0.55,0,2,0,2.37,0.848923101,0.734332914,
2381,C=CCn1ccn(c(=O)c1=O)c1ccc(cc1)F,C13H11FN2O2,0.255799756,0.295906433,246.24,18,12,0.08,3,3,0,66.66,44,2.28,1.69,1.74,2.09,2.2,2,-2.73,4.62E-01,1.88E-03,-2.23,1.45E+00,5.90E-03,-3.47,8.36E-02,3.40E-04,-6.6,0,0,0,0,0,0.55,0,2,1,2.34,0.845191927,0.769774635,
2382,COc1ccc(cc1n1ccn(c(=O)c1=O)CC=C)Cl,C14H13ClN2O3,0.342214328,0.384703196,292.72,20,12,0.14,4,3,0,78.2,53.23,2.62,2.19,1.85,1.91,2.46,2.21,-3.21,1.79E-01,6.10E-04,-2.94,3.35E-01,1.14E-03,-3.92,3.52E-02,1.20E-04,-6.53,0,0,0,0,0,0.55,0,2,0,2.61,0.773173479,0.683749096,
2383,C=CCn1ccn(c(=O)c1=O)c1ccccc1C,C14H14N2O2,0.288808664,0.34012813,242.27,18,12,0.14,3,2,0,71.67,44,2.34,1.96,1.49,1.95,2.28,2.01,-2.87,3.25E-01,1.34E-03,-2.51,7.50E-01,3.10E-03,-3.58,6.40E-02,2.64E-04,-6.39,0,0,0,0,0,0.55,0,2,1,2.35,0.813696196,0.783217391,
2384,C=CCn1ccn(c(=O)c1=O)c1ccccc1Cl,C13H11ClN2O2,0.287522604,0.318207926,262.69,18,12,0.08,3,2,0,71.71,44,2.42,2.22,1.84,2.22,2.42,2.22,-3.16,1.81E-01,6.88E-04,-2.78,4.37E-01,1.66E-03,-3.8,4.13E-02,1.57E-04,-6.33,0,0,0,0,0,0.55,0,2,0,2.47,0.824582339,0.739142091,
2385,C=CCn1ccn(c(=O)c1=O)c1cccc2c1cccc2,C17H14N2O2,0.277912621,0.319161328,278.31,21,16,0.06,3,2,0,84.21,44,2.39,2.84,2.34,2.52,2.84,2.59,-3.72,5.30E-02,1.90E-04,-3.42,1.05E-01,3.78E-04,-4.86,3.86E-03,1.39E-05,-5.98,0,0,0,0,0,0.55,0,2,0,2.56,0.820882852,0.719122807,
2386,C=CCn1ccn(c(=O)c1=O)c1ccc(c(c1)F)F,C13H10F2N2O2,0.282950423,0.325392214,264.23,19,12,0.08,3,4,0,66.62,44,2.26,1.79,2.3,2.48,2.62,2.29,-2.88,3.52E-01,1.33E-03,-2.33,1.23E+00,4.65E-03,-3.75,4.75E-02,1.80E-04,-6.64,0,0,0,0,0,0.55,0,2,0,2.4,0.829285714,0.712350087,
2387,C=CCn1ccn(c(=O)c1=O)c1cc(C)ccc1OC,C15H16N2O3,0.343195266,0.389588101,272.3,20,12,0.2,4,3,0,78.16,53.23,2.69,1.93,1.5,1.64,2.32,2.02,-2.92,3.24E-01,1.19E-03,-2.67,5.80E-01,2.13E-03,-3.7,5.45E-02,2.00E-04,-6.59,0,0,0,0,0,0.55,0,2,0,2.57,0.791244717,0.731102742,
2388,C=CCn1c2nc3c(n2c(c1C)C)c(=O)n(c(=O)n3C)C,C14H17N5O2,0.488630061,0.525214592,287.32,21,12,0.36,2,3,0,82.07,66.23,3.06,2.02,0.49,1.46,0.66,1.54,-3.18,1.88E-01,6.53E-04,-3.04,2.63E-01,9.16E-04,-1.96,3.15E+00,1.10E-02,-6.62,0,0,0,0,0,0.55,0,1,0,2.84,0.779894349,0.697524797,
2389,C=CCn1c(=O)n(C)c2c(c1=O)n1c(n2)n(c(c1C)C)C,C14H17N5O2,0.494202098,0.525559105,287.32,21,12,0.36,2,3,0,82.07,66.23,3.04,1.92,0.49,1.86,0.66,1.6,-3.12,2.17E-01,7.55E-04,-2.93,3.34E-01,1.16E-03,-1.96,3.15E+00,1.10E-02,-6.69,0,0,0,0,0,0.55,0,1,0,2.85,0.799401198,0.677852349,
2390,N#Cc1c(NC(=O)c2nccnc2)sc(c1C)C,C12H10N4OS,0.360024082,0.362253521,258.3,18,11,0.17,3,4,1,68.77,106.91,1.41,2,2.09,-0.25,3.14,1.68,-2.96,2.86E-01,1.11E-03,-3.87,3.47E-02,1.34E-04,-4.3,1.28E-02,4.97E-05,-6.46,0,0,0,0,0,0.55,0,0,0,2.76,0.818982074,0.761192717,
2391,CC(C1C(=C(N)Oc2c1c(=O)oc(c2)C)C#N)C,C13H14N2O3,0.449406444,0.475880759,246.26,18,6,0.38,1,4,1,65.31,89.25,2.21,1.93,1.77,0.68,2.06,1.73,-2.76,4.25E-01,1.72E-03,-3.43,9.19E-02,3.73E-04,-3.19,1.59E-01,6.47E-04,-6.43,0,0,0,0,0,0.55,0,0,1,3.97,0.809241514,0.783172366,
2392,N#CCSc1nc2c(n1C)n(C)c(=O)n(c2=O)C,C10H11N5O2S,0.412780656,0.449251248,265.29,18,9,0.4,2,4,0,68.32,110.91,1.84,0.2,-0.41,-0.18,-0.05,0.28,-1.85,3.76E+00,1.42E-02,-2.09,2.17E+00,8.17E-03,-1.27,1.42E+01,5.37E-02,-7.78,0,1,0,0,0,0.55,0,0,0,2.59,0.802700065,0.774300699,
2393,COc1ccc(cc1)NC(=O)C(=O)NCc1ccccc1,C16H16N2O3,0.217731421,0.199408284,284.31,21,12,0.12,7,3,2,79.54,67.43,2.81,2.27,1.61,1.55,2.12,2.07,-2.99,2.88E-01,1.01E-03,-3.32,1.35E-01,4.76E-04,-5.44,1.03E-03,3.61E-06,-6.42,0,0,0,0,0,0.55,0,1,0,1.76,0.806731141,0.775406842,
2394,COc1ccc(cc1)NC(=O)C(=O)NC1CCCC1,C14H18N2O3,0.214519294,0.202863962,262.3,19,6,0.43,6,3,2,72.17,67.43,2.8,2.05,1.5,0.89,1.59,1.77,-2.6,6.66E-01,2.54E-03,-3.09,2.11E-01,8.04E-04,-3.69,5.41E-02,2.06E-04,-6.44,0,0,0,0,0,0.55,0,1,0,1.82,0.857121131,0.754193829,
2395,COc1ccc(cc1)NC(=O)C(=O)NCc1ccc(cc1)C,C17H18N2O3,0.224609375,0.204961607,298.34,22,12,0.18,7,3,2,84.51,67.43,2.81,2.64,1.92,1.79,2.64,2.36,-3.29,1.51E-01,5.08E-04,-3.71,5.86E-02,1.96E-04,-5.83,4.46E-04,1.50E-06,-6.25,0,0,0,0,0,0.55,0,1,0,1.88,0.817806161,0.786210799,
2396,COc1ccc(cc1)NC(=O)C(=O)NCCC(C)C,C14H20N2O3,0.189508197,0.181437126,264.32,19,6,0.43,8,3,2,74.28,67.43,2.93,2.47,1.61,1.28,1.92,2.04,-2.74,4.80E-01,1.82E-03,-3.53,7.79E-02,2.95E-04,-4.16,1.82E-02,6.90E-05,-6.16,0,0,0,0,0,0.55,0,1,1,1.86,0.818358464,0.728934189,
2397,COc1ccc(cc1)NC(=O)C(=O)NCCN(C)C,C13H19N3O3,0.192358366,0.181163767,265.31,19,6,0.38,8,4,2,72.37,70.67,2.77,0.82,0.12,0.21,0.49,0.88,-1.71,5.21E+00,1.96E-02,-1.89,3.45E+00,1.30E-02,-3.45,9.46E-02,3.56E-04,-7.34,0,0,0,0,0,0.55,0,1,1,1.93,0.872865558,0.769683528,
2398,COc1ccc(cc1)NC(=O)C(=O)NC1CCCCC1,C15H20N2O3,0.217873451,0.20738975,276.33,20,6,0.47,6,3,2,76.98,67.43,2.94,2.59,1.89,1.15,1.84,2.08,-3.01,2.69E-01,9.75E-04,-3.65,6.12E-02,2.21E-04,-3.96,3.02E-02,1.09E-04,-6.15,0,0,0,0,0,0.55,0,1,0,1.94,0.819455193,0.76540705,
2399,COc1ccc(cc1)NC(=O)C(=O)NCCCN(C)C,C14H21N3O3,0.194206715,0.180023923,279.33,20,6,0.43,9,4,2,77.18,70.67,2.71,1.17,0.51,0.47,0.89,1.15,-1.94,3.23E+00,1.16E-02,-2.25,1.57E+00,5.63E-03,-3.85,3.95E-02,1.42E-04,-7.17,0,0,0,0,0,0.55,0,1,1,2.04,0.83263852,0.724272688,
2400,CCCCNC(=O)C(=O)Nc1ccc(cc1)OC,C13H18N2O3,0.186965109,0.175554224,250.29,18,6,0.38,8,3,2,69.48,67.43,2.83,2.03,1.36,1.02,1.69,1.79,-2.39,1.02E+00,4.08E-03,-3.07,2.11E-01,8.44E-04,-4.13,1.84E-02,7.36E-05,-6.39,0,0,0,0,0,0.55,0,1,1,1.75,0.837569406,0.786925977,
2401,CCCCCNC(=O)C(=O)Nc1ccc(cc1)OC,C14H20N2O3,0.190131579,0.178443114,264.32,19,6,0.43,9,3,2,74.28,67.43,2.72,2.57,1.75,1.28,2.08,2.08,-2.74,4.84E-01,1.83E-03,-3.63,6.14E-02,2.32E-04,-4.53,7.73E-03,2.92E-05,-6.09,0,0,0,0,0,0.55,0,1,1,1.86,0.833744792,0.757185757,
2402,COC(CNC(=O)C(=O)Nc1ccc(cc1)OC)OC,C13H18N2O5,0.204174821,0.191325015,282.29,20,6,0.38,9,5,2,71.65,85.89,2.02,0.65,0.18,-0.19,0.66,0.66,-1.63,6.65E+00,2.36E-02,-2.03,2.64E+00,9.35E-03,-3.23,1.66E-01,5.87E-04,-7.56,0,0,0,0,0,0.55,0,2,1,2.17,0.822765234,0.772352248,
2403,COc1ccc(cc1)NC(=O)C(=O)NCc1cccs1,C14H14N2O3S,0.248387097,0.2324897,290.34,20,11,0.14,7,3,2,77.42,95.67,2.75,1.99,1.67,0.69,2.75,1.97,-2.84,4.21E-01,1.45E-03,-3.63,6.88E-02,2.37E-04,-4.71,5.66E-03,1.95E-05,-6.66,0,0,0,0,0,0.55,0,1,0,2.19,0.856031128,0.766576683,
2404,COc1ccc(cc1)NC(=O)C(=O)NCc1ccccn1,C15H15N3O3,0.255319149,0.243211334,285.3,21,12,0.13,7,4,2,77.34,80.32,2.33,1.24,1,0.09,1.57,1.25,-2.35,1.27E+00,4.46E-03,-2.52,8.52E-01,2.99E-03,-5.07,2.42E-03,8.49E-06,-7.16,0,0,0,0,0,0.55,0,1,0,1.98,0.860081391,0.737470988,
2405,COc1ccc(cc1)NC(=O)C(=O)NCc1cccnc1,C15H15N3O3,0.24870801,0.233490566,285.3,21,12,0.13,7,4,2,77.34,80.32,2.36,1.2,1,0.09,1.57,1.25,-2.33,1.35E+00,4.72E-03,-2.48,9.38E-01,3.29E-03,-5.07,2.42E-03,8.49E-06,-7.19,0,0,0,0,0,0.55,0,1,0,1.93,0.822805139,0.769365903,
2406,COc1ccc(cc1)NC(=O)C(=O)NCc1ccncc1,C15H15N3O3,0.231070496,0.213649852,285.3,21,12,0.13,7,4,2,77.34,80.32,2.28,1.2,1,0.09,1.57,1.23,-2.33,1.35E+00,4.72E-03,-2.48,9.38E-01,3.29E-03,-5.07,2.42E-03,8.49E-06,-7.19,0,0,0,0,0,0.55,0,1,0,1.88,0.848029317,0.736082474,
2407,COc1ccc(cc1)NC(=O)C(=O)NCC1CCCO1,C14H18N2O4,0.241580311,0.221176471,278.3,20,6,0.43,7,4,2,73.25,76.66,2.73,1.19,0.74,0.08,1.35,1.22,-2.08,2.34E+00,8.41E-03,-2.4,1.12E+00,4.02E-03,-3.55,7.88E-02,2.83E-04,-7.15,0,0,0,0,0,0.55,0,1,0,2.56,0.843731026,0.737358818,
2408,COc1ccc(cc1)NC(=O)C(=O)NC1CCCCCC1,C16H22N2O3,0.220338983,0.208209399,290.36,21,6,0.5,6,3,2,81.78,67.43,2.98,3.13,2.28,1.4,2.09,2.38,-3.43,1.08E-01,3.74E-04,-4.22,1.77E-02,6.09E-05,-4.24,1.69E-02,5.82E-05,-5.85,0,0,0,0,0,0.55,0,1,0,2.07,0.808240159,0.747685575,
2409,COc1ccc(cc1)NC(=O)C(=O)NCc1ccco1,C14H14N2O4,0.237299035,0.219555035,274.27,20,11,0.14,7,4,2,71.81,80.57,2.57,1.37,1.2,-0.12,1.5,1.3,-2.35,1.23E+00,4.48E-03,-2.66,5.93E-01,2.16E-03,-4.66,5.99E-03,2.18E-05,-7,0,0,0,0,0,0.55,0,1,0,2.18,0.826976744,0.752117545,
2410,COc1ccc(cc1)NC(=O)C(=O)NCCc1ccccc1,C17H18N2O3,0.212890625,0.203571429,298.34,22,12,0.18,8,3,2,84.35,67.43,2.98,2.74,1.8,1.79,2.51,2.37,-3.29,1.52E-01,5.11E-04,-3.81,4.62E-02,1.55E-04,-5.84,4.29E-04,1.44E-06,-6.17,0,0,0,0,0,0.55,0,1,1,1.92,0.824751513,0.804747869,
2411,CCNC(=O)C(=O)Nc1ccc(cc1)OC,C11H14N2O3,0.171730515,0.161658654,222.24,16,6,0.27,6,3,2,59.86,67.43,2.29,1.15,0.58,0.47,0.91,1.08,-1.82,3.33E+00,1.50E-02,-2.16,1.54E+00,6.91E-03,-3.33,1.05E-01,4.73E-04,-6.84,0,0,0,0,0,0.55,0,1,1,1.58,0.806626607,0.75961451,
2412,COc1ccc(cc1)NC(=O)C(=O)NC(C)C,C12H16N2O3,0.182476943,0.172869148,236.27,17,6,0.33,6,3,2,64.67,67.43,2.39,1.58,0.97,0.75,1.12,1.36,-2.17,1.61E+00,6.83E-03,-2.61,5.84E-01,2.47E-03,-3.36,1.04E-01,4.41E-04,-6.62,0,0,0,0,0,0.55,0,1,1,1.66,0.853164954,0.771271891,
2413,COc1ccc(cc1)NC(=O)C(=O)NCc1ccccc1C,C17H18N2O3,0.242542153,0.223466981,298.34,22,12,0.18,7,3,2,84.51,67.43,2.74,2.64,1.92,1.79,2.64,2.35,-3.29,1.51E-01,5.08E-04,-3.71,5.86E-02,1.96E-04,-5.83,4.46E-04,1.50E-06,-6.25,0,0,0,0,0,0.55,0,1,0,1.93,0.790944791,0.728372093,
2414,COc1ccc(cc1)NC(=O)C(=O)NCCc1ccco1,C15H16N2O4,0.234877735,0.231772377,288.3,21,11,0.2,8,4,2,76.62,80.57,2.64,1.84,1.39,0.13,1.89,1.58,-2.65,6.51E-01,2.26E-03,-3.15,2.03E-01,7.04E-04,-5.06,2.51E-03,8.69E-06,-6.75,0,0,0,0,0,0.55,0,1,1,2.33,0.809027778,0.792792793,
